,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
517,1.84581497797,0.0,1.0,1.0,1.96387186262,1.0,1.5,2.3095238095200004,11.856700065899998,4.5,7.666666666669999,17.696969697,1.26760214978,0.645833333333,1.0,1.62962962963,1.5859030837,0.0,1.0,2.0,1.05286343612,0.0,1.0,1.0,4.2422907489,1.0,2.0,4.0,32.9911894273,5.0,17.0,39.5,5.13215859031,0.0,2.0,5.0,0.348017621145,0.0,0.0,0.0,9.33480176211,2.0,4.0,9.0,0.819383259912,0.0,0.0,0.0,6.62995594714,1.0,3.0,5.0,32.6475770925,4.0,9.0,28.5,8.29515418502,0.0,1.0,3.5,0,Audio,non-agent,git-hub
518,1.4810126582299998,0.0,1.0,2.0,1.39857319193,1.0,1.11111111111,1.5857142857100002,5.42742457964,3.0,5.0,7.305194805189999,0.93307697928,0.683333333333,1.0,1.04166666667,1.2151898734200002,0.0,1.0,2.0,0.772151898734,0.0,1.0,1.0,2.53164556962,1.0,2.0,4.0,8.98734177215,3.0,8.0,13.0,2.50632911392,0.0,1.0,4.0,0.291139240506,0.0,0.0,0.0,4.8101265822800015,2.0,4.0,7.0,0.658227848101,0.0,0.0,0.0,4.08860759494,1.0,4.0,6.0,13.050632911400001,4.0,7.0,19.0,2.48101265823,0.0,1.0,4.0,0,Audio,non-agent,git-hub
519,1.98310810811,0.0,0.0,1.0,1.1543682979799998,1.0,1.0,1.0,5.5149686006800005,2.7142857142900003,4.0,6.0,1.47847093342,1.0,1.34013605442,2.0,1.89189189189,0.0,1.0,3.0,0.307432432432,0.0,0.0,1.0,5.081081081080001,1.0,2.0,5.0,10.6621621622,4.0,5.0,10.0,1.50337837838,0.0,1.0,2.0,0.206081081081,0.0,0.0,0.0,7.1858108108100005,2.0,3.0,7.0,1.06418918919,0.0,0.0,1.0,6.9527027027,1.0,3.0,6.0,15.743243243199997,2.0,7.0,16.0,15.1587837838,0.0,2.0,9.0,0,Audio,non-agent,git-hub
520,1.72037037037,0.0,0.0,1.0,1.62435001315,1.0,1.12861869313,1.9684535104400005,8.47917049468,3.0,5.37857142857,11.0,1.14541113438,0.5,1.0,1.6,1.41296296296,0.0,0.0,2.0,0.92962962963,0.0,0.0,1.0,5.16296296296,1.0,3.0,5.0,23.437037037,4.0,9.0,26.25,3.39074074074,0.0,1.0,3.25,0.425925925926,0.0,0.0,0.0,10.1666666667,2.0,4.0,14.0,1.27777777778,0.0,0.0,1.0,6.47777777778,2.0,3.0,8.0,29.3796296296,3.0,9.0,26.0,12.898148148099999,0.0,0.0,5.25,0,Audio,non-agent,git-hub
522,1.5690789473700002,0.0,0.0,1.0,2.41139772694,1.0,1.5,2.5,15.7047366706,4.0,7.89272030651,18.46875,1.43129532303,0.710714285714,1.0,1.90158045977,1.99342105263,0.0,1.0,3.0,0.259868421053,0.0,0.0,1.0,6.3059210526300005,1.0,3.0,7.0,44.4703947368,5.0,24.0,56.0,3.96381578947,0.0,1.0,4.25,0.17434210526299998,0.0,0.0,0.0,9.62171052632,2.0,6.0,12.0,1.9605263157900004,0.0,0.0,1.0,8.83552631579,2.0,5.5,10.25,29.394736842100002,4.0,13.0,32.0,22.5230263158,0.0,1.0,9.25,0,Audio,non-agent,git-hub
523,1.12878787879,0.0,0.0,1.0,2.07884071438,1.0,1.0,1.25,14.3270632481,1.0,3.55,6.292642140469999,1.1296443968899998,0.692307692308,1.0,1.5,1.0303030303,0.0,0.0,1.0,0.348484848485,0.0,0.0,1.0,4.59848484848,1.0,2.0,4.0,26.161616161599998,1.0,5.0,12.0,1.93434343434,0.0,0.5,2.0,0.186868686869,0.0,0.0,0.0,6.30303030303,1.0,2.0,6.0,0.666666666667,0.0,0.0,1.0,5.83585858586,1.0,2.0,5.0,14.0606060606,2.0,4.0,11.0,8.29292929293,0.0,0.0,3.0,0,Audio,non-agent,git-hub
525,0.88,0.0,0.0,1.0,2.52221062271,1.0,1.6153846153799998,2.75,15.549924444,4.8,10.5,15.916666666700001,0.8167180626389999,0.5,0.75,1.0,0.92,0.0,1.0,2.0,1.08,1.0,1.0,1.0,2.04,2.0,2.0,3.0,61.76,8.0,24.0,121.0,10.84,1.0,6.0,16.0,0.24,0.0,0.0,0.0,6.96,3.0,4.0,12.0,0.72,0.0,0.0,1.0,5.12,2.0,3.0,10.0,30.4,6.0,20.0,47.0,1.88,0.0,2.0,3.0,0,Audio,non-agent,git-hub
526,1.27841945289,0.0,0.0,0.0,1.92947916492,1.0,1.0,1.75,12.885731106800003,2.2,4.6,11.0,1.82389098178,0.8,1.25,2.0,1.33738601824,0.0,1.0,2.0,0.274164133739,0.0,0.0,1.0,6.3726443769,1.0,2.0,4.0,21.325227963499998,3.0,7.0,19.0,1.21762917933,0.0,0.0,1.0,0.0589665653495,0.0,0.0,0.0,7.45227963526,1.0,2.0,5.0,0.280243161094,0.0,0.0,0.0,7.200607902739999,1.0,2.0,5.0,12.8790273556,2.0,4.0,10.0,10.153191489400001,0.0,1.0,4.0,0,Audio,non-agent,git-hub
528,1.1935483871,1.0,1.0,2.0,1.70143146882,1.05555555556,1.5,2.18253968254,8.5338438313,3.80555555556,8.14285714286,11.783625730999999,1.22083412776,0.6515151515150001,1.25,1.63333333333,1.0,0.0,0.0,1.5,0.290322580645,0.0,0.0,1.0,1.67741935484,1.0,1.0,2.0,23.3225806452,6.0,15.0,36.5,5.83870967742,0.5,4.0,9.0,0.322580645161,0.0,0.0,0.0,6.290322580650001,3.5,6.0,8.5,0.354838709677,0.0,0.0,0.0,4.2258064516100005,1.0,3.0,6.5,24.9032258065,4.0,24.0,34.5,1.41935483871,0.0,0.0,2.0,0,Audio,non-agent,git-hub
529,0.78313253012,0.0,0.0,1.0,2.26467618727,1.0,1.0,2.5,11.277462146900001,1.0,6.0,12.333333333299999,1.92759458597,1.0,1.55555555556,3.0,0.807228915663,0.0,0.0,1.0,0.385542168675,0.0,0.0,1.0,4.60240963855,1.0,2.0,4.0,36.6987951807,1.0,16.0,54.0,9.144578313250001,0.0,1.0,6.0,0.10843373494,0.0,0.0,0.0,7.14457831325,1.0,4.0,7.5,6.469879518069999,0.0,0.0,1.0,6.22891566265,1.0,2.0,7.0,17.6144578313,1.0,6.0,23.0,1.87951807229,0.0,0.0,2.0,0,Audio,non-agent,git-hub
530,3.10204081633,0.0,0.0,2.0,2.4826209527,1.0,1.5,2.5625,18.3724273332,6.333333333330001,10.0,19.6666666667,1.0977958814700002,0.588235294118,0.928571428571,1.33333333333,3.11020408163,0.0,2.0,3.0,0.902040816327,1.0,1.0,1.0,2.97959183673,1.0,2.0,3.0,57.0081632653,8.0,22.0,55.0,5.71020408163,0.0,3.0,7.0,0.216326530612,0.0,0.0,0.0,9.114285714289998,3.0,4.0,11.0,0.832653061224,0.0,0.0,0.0,7.7306122449,2.0,3.0,7.0,43.1306122449,6.0,17.0,44.0,12.804081632699999,0.0,3.0,8.0,0,Audio,non-agent,git-hub
532,1.3846153846200002,0.0,0.0,1.0,2.51599578896,1.0,1.66666666667,3.0,14.0065777256,4.08333333333,7.4375,17.0,1.20474005307,0.666666666667,1.0,1.69166666667,1.35384615385,0.0,0.0,2.0,1.04615384615,0.0,1.0,1.0,4.67692307692,1.0,2.0,4.0,34.4230769231,6.0,15.5,41.0,4.8692307692300005,1.0,2.0,5.0,0.153846153846,0.0,0.0,0.0,6.607692307690001,1.25,3.0,8.0,0.515384615385,0.0,0.0,0.0,4.415384615380001,1.0,2.0,5.0,15.1923076923,3.0,7.5,18.75,13.9230769231,0.0,0.0,4.0,0,Audio,non-agent,git-hub
533,1.27659574468,0.0,1.0,1.0,1.66320140852,1.0,1.0,1.47727272727,8.30199907264,2.0714285714300003,4.3,7.634259259260001,1.40839902414,0.908333333333,1.25,1.80909090909,1.4680851063799998,0.0,1.0,3.0,0.234042553191,0.0,0.0,0.0,3.59574468085,1.0,2.0,4.0,23.8085106383,4.0,7.0,18.0,4.21276595745,1.0,1.0,5.0,0.063829787234,0.0,0.0,0.0,11.2765957447,4.5,10.0,13.0,2.2127659574500003,0.0,0.0,1.0,10.8723404255,4.5,10.0,12.5,34.6808510638,8.5,24.0,60.5,3.44680851064,0.0,1.0,3.0,0,Audio,non-agent,git-hub
534,2.28497409326,0.0,1.0,3.0,1.99426077053,1.0,1.4,2.0,13.5336444494,4.83333333333,8.833333333330001,17.5,1.19167279265,0.75,1.0,1.6,2.0103626943,0.0,1.0,3.0,0.720207253886,0.0,0.0,1.0,2.38341968912,1.0,1.0,3.0,29.829015544,7.0,19.0,39.0,4.10362694301,0.0,2.0,5.0,0.39378238342,0.0,0.0,0.0,6.32642487047,1.0,4.0,9.0,1.6787564766799998,0.0,0.0,1.0,5.70466321244,1.0,4.0,8.0,25.492227979299997,5.0,14.0,30.0,6.16062176166,0.0,2.0,4.0,0,Audio,non-agent,git-hub
535,1.43636363636,0.0,0.0,1.0,1.30553151984,1.0,1.0,1.0,8.6036908078,4.0,4.8,13.0,1.47651173136,0.0,1.0,3.0,0.8590909090909999,0.0,0.0,2.0,0.8318181818179999,0.0,1.0,1.0,2.05454545455,1.0,1.0,2.0,12.763636363599998,4.0,6.0,14.0,1.0,0.0,0.0,0.0,0.5545454545449999,0.0,0.0,1.0,2.72727272727,1.0,2.0,3.0,0.209090909091,0.0,0.0,0.0,2.44090909091,1.0,2.0,2.0,6.92727272727,2.0,3.0,4.0,1.52727272727,0.0,0.0,2.0,0,Audio,non-agent,git-hub
536,2.3734939759,0.0,0.0,3.0,5.4404098443,1.85164835165,3.0,4.16346153846,28.2086757039,7.541310541310001,15.8666666667,22.125,1.12288117184,0.642857142857,0.75,1.0,2.31325301205,0.0,2.0,3.0,0.530120481928,0.0,1.0,1.0,10.8313253012,4.5,8.0,14.0,81.04819277109999,25.5,53.0,91.0,3.30120481928,0.0,1.0,4.0,0.457831325301,0.0,0.0,0.0,12.530120481900001,5.0,8.0,15.0,1.20481927711,0.0,0.0,0.0,8.60240963855,2.0,6.0,7.0,20.4698795181,9.0,17.0,21.0,29.915662650599998,0.0,10.0,32.0,0,Audio,non-agent,git-hub
537,2.57894736842,0.5,2.0,5.0,5.85440560418,2.46753246753,3.63157894737,5.1762295082,38.2935929039,12.0,20.4761904762,31.923497267800002,1.96271510437,1.0,1.43333333333,2.59523809524,3.5263157894699995,1.0,3.0,5.0,0.0,0.0,0.0,0.0,5.21052631579,1.0,2.0,4.0,162.84210526299998,42.0,62.0,151.5,6.73684210526,0.0,2.0,5.5,0.0,0.0,0.0,0.0,21.105263157899998,4.5,14.0,32.0,5.42105263158,0.0,0.0,4.0,21.0526315789,4.5,14.0,32.0,134.89473684200001,21.5,53.0,205.0,21.736842105300003,2.5,8.0,16.0,0,Audio,non-agent,git-hub
538,1.16326530612,0.0,0.0,2.0,1.74691862725,1.0,1.0,2.0,13.7260018176,5.0,10.3333333333,16.888888888900002,1.31580071209,1.0,1.33333333333,1.77777777778,1.36734693878,0.0,1.0,2.0,0.530612244898,0.0,1.0,1.0,5.9387755102,2.0,3.0,6.0,45.5102040816,7.0,19.0,40.0,2.4693877551,0.0,1.0,2.0,0.244897959184,0.0,0.0,0.0,8.97959183673,2.0,5.0,11.0,0.632653061224,0.0,0.0,0.0,8.12244897959,2.0,4.0,9.0,24.4285714286,3.0,10.0,29.0,10.448979591799999,0.0,2.0,15.0,0,Audio,non-agent,git-hub
539,3.21337946943,0.0,1.0,2.0,1.8322136111400005,1.0,1.45454545455,2.0,74.3660315347,3.0,6.0,11.2,0.835300027848,0.436507936508,0.666666666667,1.0,2.06805074971,0.0,1.0,3.0,1.45098039216,0.0,1.0,2.0,5.55824682814,2.0,4.0,8.0,2139.69896194,4.0,15.0,30.0,3.23644752018,0.0,1.0,4.0,0.6101499423300001,0.0,0.0,0.0,11.2687427912,3.0,6.0,11.0,0.613610149942,0.0,0.0,0.0,9.50749711649,2.0,5.0,10.0,27.6874279123,5.0,13.0,28.0,13.3114186851,0.0,3.0,20.0,0,Audio,non-agent,git-hub
540,0.466666666667,0.0,0.0,1.0,1.58201360773,1.0,1.0,1.80666049954,6.48977767222,3.0,3.38461538462,8.604301572619999,1.0241847966,0.333333333333,0.846153846154,1.6009316770200002,0.533333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.0,1.0,2.0,2.5,20.9333333333,3.0,6.0,45.0,5.26666666667,0.0,0.0,6.0,0.06666666666669999,0.0,0.0,0.0,10.933333333299998,1.5,5.0,12.0,0.2,0.0,0.0,0.0,7.733333333330001,1.5,4.0,10.5,37.2666666667,1.5,11.0,30.0,1.4,0.0,0.0,0.0,0,Audio,non-agent,git-hub
541,1.89030023095,0.0,1.0,2.0,1.8462312558400005,1.0,1.5,2.059375,10.127387217799999,3.5479797979800005,6.2264957265,10.9308823529,1.06631612835,0.5,0.9,1.26578947368,1.53464203233,0.0,1.0,2.0,0.870669745958,0.0,1.0,1.0,3.36143187067,1.0,2.0,4.0,27.473441108499998,5.0,13.0,32.0,3.690531177830001,0.0,2.0,5.0,0.450346420323,0.0,0.0,0.0,8.0207852194,3.0,5.0,9.0,0.739030023095,0.0,0.0,0.0,6.3545034642,2.0,4.0,7.0,23.3856812933,5.0,13.0,28.0,5.56004618938,0.0,1.0,5.0,0,Audio,non-agent,git-hub
542,0.8,0.0,0.0,1.0,1.61916666667,1.0,1.0,1.0,6.549079509380001,1.0,3.0,6.55,1.26855050505,0.6,1.0,2.0,0.92,0.0,0.0,1.0,0.08,0.0,0.0,0.0,7.38,1.25,2.0,6.0,9.42,1.0,4.0,9.75,2.1,0.0,0.0,2.75,0.08,0.0,0.0,0.0,8.58,3.0,5.0,7.0,0.36,0.0,0.0,0.0,8.4,3.0,5.0,6.0,15.04,5.25,8.5,14.0,7.12,0.0,0.0,3.0,0,Audio,non-agent,git-hub
544,0.933333333333,0.0,1.0,1.0,1.89878205128,1.0,1.33333333333,2.38333333333,10.0878632479,3.0,5.4,15.4423076923,0.846153846154,0.525,0.875,1.1,0.8666666666670001,0.0,0.0,1.5,0.266666666667,0.0,0.0,0.5,3.6,1.0,2.0,5.0,34.9333333333,3.0,14.0,28.5,4.0,0.0,3.0,6.5,0.133333333333,0.0,0.0,0.0,7.6,3.5,5.0,11.0,0.0,0.0,0.0,0.0,5.6,1.0,5.0,9.5,26.6666666667,5.0,12.0,47.5,4.33333333333,0.0,0.0,3.0,0,Audio,non-agent,git-hub
545,1.82236842105,0.0,0.5,3.0,2.16876083635,1.0,1.38292682927,2.6,10.4593475444,3.4464285714300003,6.52222222222,14.303308823499998,0.850479535325,0.462862318841,0.75,1.0,1.76973684211,0.0,1.0,2.0,0.460526315789,0.0,0.0,1.0,4.440789473680001,1.0,2.0,4.0,27.8355263158,4.0,15.0,38.5,8.5,0.0,2.5,6.0,0.236842105263,0.0,0.0,0.0,9.40131578947,2.0,4.0,9.25,5.6842105263199985,0.0,0.0,1.25,8.03289473684,2.0,4.0,7.0,27.131578947399998,4.0,10.0,27.0,7.07236842105,0.0,1.0,5.0,0,Audio,non-agent,git-hub
546,1.28529411765,0.0,0.0,1.0,1.77610043906,1.0,1.33333333333,2.0,17.0370831483,7.575,14.0454545455,22.3709677419,0.926686798658,0.56746031746,0.8918128654970001,1.0,1.0676470588200002,0.0,0.0,2.0,1.37352941176,1.0,1.0,2.0,3.34411764706,1.0,2.0,4.0,48.3558823529,11.75,32.0,68.5,4.65882352941,1.0,3.0,7.0,0.379411764706,0.0,0.0,0.0,7.41470588235,3.0,5.0,9.0,0.376470588235,0.0,0.0,0.0,4.5470588235300005,1.0,3.0,5.0,20.8264705882,5.0,13.0,27.0,3.43529411765,0.0,0.0,4.0,0,Audio,non-agent,git-hub
548,3.42168674699,0.0,1.0,3.0,2.34159535111,1.0,1.5,2.42142857143,21.6064856152,6.68333333333,11.25,17.425,1.65694239447,0.870870870871,1.1547619047600002,2.2375,4.34337349398,1.0,3.0,6.0,0.825301204819,0.0,1.0,1.0,5.6686746988,1.0,3.0,6.0,42.626506024099996,16.25,28.0,45.75,3.572289156630001,0.0,1.0,4.0,0.240963855422,0.0,0.0,0.0,9.19277108434,2.0,6.0,11.75,2.34939759036,0.0,0.0,1.0,7.38554216867,2.0,3.0,8.0,38.2951807229,9.0,24.0,54.0,27.3614457831,1.25,6.0,35.0,0,Audio,non-agent,git-hub
551,1.89861259338,0.0,1.0,2.0,2.53822668401,1.0,1.8,3.0,21.7955727448,5.0,12.0322580645,24.7777777778,1.85400105792,0.6,1.0,2.0,1.81643543223,0.0,1.0,2.0,0.7769477054430001,0.0,1.0,1.0,4.075773746,1.0,2.0,4.0,52.2411953042,8.0,27.0,69.0,4.15795090715,0.0,2.0,5.0,0.381003201708,0.0,0.0,0.0,7.918890074710001,2.0,4.0,9.0,0.846318036286,0.0,0.0,0.0,5.594450373530001,1.0,3.0,7.0,25.6734258271,4.0,11.0,31.0,6.75560298826,0.0,1.0,6.0,0,Audio,non-agent,git-hub
553,1.38888888889,0.25,1.0,2.0,3.23698262619,1.0789473684200002,1.9375,3.2807692307700003,20.4060939369,6.54736842105,13.85,22.033206831100006,0.829580825892,0.422932330827,0.945906432749,1.0,2.33333333333,0.0,1.0,2.75,0.444444444444,0.0,0.0,1.0,6.05555555556,2.0,4.0,6.75,78.6666666667,10.0,34.5,92.5,9.77777777778,1.25,6.5,11.5,0.111111111111,0.0,0.0,0.0,17.5,2.75,10.5,19.0,9.38888888889,1.25,6.5,11.25,16.2777777778,2.0,7.5,18.0,84.2777777778,8.0,29.5,70.25,15.777777777799999,0.0,6.0,14.5,0,Audio,non-agent,git-hub
554,2.70149253731,0.0,1.0,3.0,1.7905591092200002,1.1625,1.66666666667,2.26785714286,8.71596778015,4.41666666667,7.333333333330001,11.4,0.746111185663,0.333333333333,0.75,1.0,2.34328358209,0.0,1.0,4.0,0.8656716417910001,0.0,1.0,1.0,2.64179104478,1.0,2.0,3.0,25.119402985100002,8.5,17.0,28.0,4.5223880597,0.5,3.0,6.0,0.492537313433,0.0,0.0,1.0,5.8656716417900014,3.5,5.0,7.5,0.373134328358,0.0,0.0,0.0,3.94029850746,1.0,3.0,6.0,22.9850746269,9.0,15.0,29.0,4.94029850746,0.0,1.0,7.0,0,Audio,non-agent,git-hub
556,3.1459854014599995,0.0,0.0,2.0,2.3542574605,1.16911764706,2.0,2.5,15.312121908,6.37462462462,10.0,17.5166666667,1.23385209179,0.75,1.1818181818200002,1.5,3.26277372263,1.0,3.0,5.0,0.992700729927,0.0,1.0,2.0,3.67153284672,1.0,2.0,4.0,43.744525547399995,14.25,27.0,50.0,5.17883211679,1.0,3.0,7.0,0.591240875912,0.0,0.0,0.0,8.72627737226,3.0,7.5,12.0,1.29197080292,0.0,0.0,0.0,7.88321167883,3.0,7.0,11.0,37.5583941606,9.0,26.0,51.0,11.1897810219,1.0,6.0,18.0,0,Audio,non-agent,git-hub
559,1.5,0.75,1.0,2.0,1.82701780449,1.0,2.0,2.29580745342,11.3074177584,4.69480519481,8.7,16.0357142857,0.945572758418,0.5253623188409999,0.763636363636,1.0,1.84375,0.0,1.0,2.0,0.46875,0.0,0.0,1.0,2.71875,1.0,1.5,3.0,43.28125,7.75,13.5,50.75,8.21875,0.0,3.0,7.5,0.09375,0.0,0.0,0.0,11.9375,3.0,4.5,11.0,1.5,0.0,0.0,1.0,9.0625,2.0,3.5,8.0,58.40625,6.0,15.5,41.25,5.28125,0.0,1.5,4.25,0,Audio,non-agent,git-hub
560,2.29758713137,0.0,0.0,2.0,1.71552140761,1.0,1.11111111111,2.0,10.6496618975,3.66666666667,6.923076923080001,13.5,1.12546262637,0.6,1.0,1.52,2.3217158176900003,0.0,1.0,3.0,0.495978552279,0.0,0.0,1.0,3.87935656836,1.0,2.0,4.0,21.4021447721,6.0,14.0,29.0,4.46112600536,1.0,2.0,5.0,0.144772117962,0.0,0.0,0.0,8.932975871310001,2.0,4.0,9.0,0.308310991957,0.0,0.0,0.0,7.463806970510001,1.0,3.0,8.0,30.6943699732,5.0,13.0,33.0,28.1018766756,0.0,2.0,8.0,0,Audio,non-agent,git-hub
561,1.6835573940000002,0.0,0.0,1.0,1.4304954193,1.0,1.0,1.5,3.73693093254,1.0,2.0,4.0,1.35867558603,0.666666666667,1.0,2.0,1.02275077559,0.0,0.0,1.0,0.866597724922,0.0,1.0,1.0,4.61944157187,2.0,2.0,5.0,9.4829369183,1.0,4.0,10.0,1.15511892451,0.0,0.0,1.0,0.5015511892450001,0.0,0.0,0.0,7.24198552223,2.0,4.0,8.0,0.423991726991,0.0,0.0,0.0,6.51913133402,2.0,3.0,7.0,14.423991727,3.0,7.0,15.0,7.887280248189999,0.0,0.0,4.0,0,Audio,non-agent,git-hub
563,0.88679245283,0.0,0.0,1.0,2.4961993826900004,1.0,1.0,1.6,11.6899329983,3.0,5.0,9.69230769231,1.28666967821,0.875,1.13333333333,2.0,0.792452830189,0.0,0.0,1.0,0.396226415094,0.0,0.0,1.0,5.679245283019999,2.0,3.0,5.0,50.4150943396,4.0,6.0,29.0,1.88679245283,0.0,1.0,2.0,0.264150943396,0.0,0.0,0.0,9.45283018868,2.0,3.0,11.0,0.452830188679,0.0,0.0,0.0,7.45283018868,1.0,3.0,6.0,24.5471698113,3.0,5.0,14.0,12.3018867925,0.0,0.0,2.0,0,Audio,non-agent,git-hub
564,1.7642980935900003,0.0,0.0,1.0,2.14022872928,1.0,1.66666666667,2.7,14.173346282799999,4.0,9.5,14.0,1.5164853932700002,1.0,1.5,1.8,2.23223570191,0.0,1.0,4.0,0.544194107452,0.0,0.0,1.0,5.15771230503,2.0,3.0,8.0,48.0051993068,7.0,23.0,88.0,6.013864818019999,1.0,2.0,4.0,0.34315424610100004,0.0,0.0,0.0,11.301559792,3.0,7.0,20.0,2.40034662045,0.0,1.0,3.0,10.838821490499999,3.0,7.0,19.0,41.790294627399994,7.0,22.0,60.0,20.7989601386,0.0,3.0,18.0,0,Audio,non-agent,git-hub
565,0.08333333333330001,0.0,0.0,0.0,3.98636944921,3.20833333333,4.4866071428600005,4.953125,32.7603230136,26.1916666667,37.090277777800004,39.4019607843,3.2768539225700004,3.08333333333,3.50347222222,3.5756302521,1.66666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.833333333299999,9.75,12.0,16.25,140.08333333299998,59.75,131.5,214.0,1.41666666667,1.0,1.5,2.0,0.0,0.0,0.0,0.0,13.916666666700001,9.75,12.0,16.25,1.41666666667,1.0,1.5,2.0,13.916666666700001,9.75,12.0,16.25,148.33333333299998,136.75,150.5,156.25,30.5,9.75,15.0,17.25,0,Audio,non-agent,git-hub
567,1.16393442623,0.0,0.0,1.0,2.89694185536,1.35,2.15476190476,3.534090909090001,23.957222963099998,11.8125,19.0,29.7222222222,0.418516612846,0.0,0.307193396226,0.6527777777780001,1.20491803279,0.0,1.0,1.75,0.8114754098360001,0.0,1.0,1.0,5.5737704918,2.0,3.5,6.75,83.0901639344,19.0,50.5,96.25,11.4344262295,2.0,6.5,13.0,0.213114754098,0.0,0.0,0.0,7.450819672130001,2.25,5.0,9.0,1.49180327869,0.0,1.0,1.0,5.11475409836,2.0,3.0,6.0,19.368852459,4.0,7.0,25.0,14.426229508199999,0.0,1.0,8.0,0,Audio,non-agent,git-hub
570,4.05259146341,0.0,0.0,2.0,1.32006680309,1.0,1.0,1.5,10.402073309299999,4.36201298701,7.585714285710001,12.0357142857,0.818481698214,0.0,0.7171428571430001,1.07478632479,3.0967987804900003,0.0,2.0,5.0,1.00381097561,0.0,1.0,2.0,2.93978658537,1.0,2.0,3.0,17.8170731707,5.0,14.0,25.0,2.7362804878,0.0,1.0,4.0,0.579268292683,0.0,0.0,0.0,5.7934451219500005,2.0,4.0,7.0,0.572408536585,0.0,0.0,0.0,4.8193597561,2.0,3.0,6.0,21.2705792683,4.0,12.0,30.0,7.759908536589999,0.0,4.0,10.0,0,Audio,non-agent,git-hub
571,0.75,0.0,0.0,0.75,2.98529411765,2.7892156862700004,2.9705882352900006,3.16666666667,19.0220588235,17.75,20.044117647100002,21.3161764706,1.30882352941,1.0,1.11764705882,1.42647058824,4.75,1.75,4.5,7.5,0.0,0.0,0.0,0.0,13.25,5.0,9.0,17.25,46.75,19.0,27.0,54.75,1.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,13.75,5.25,9.0,17.5,0.5,0.0,0.0,0.5,9.5,5.25,9.0,13.25,61.75,50.25,66.0,77.5,46.75,25.75,37.5,58.5,0,Audio,non-agent,git-hub
572,1.33333333333,0.0,1.0,1.0,2.04472878296,1.0,1.5,2.29285714286,12.4151114306,5.0,8.0,14.1944444444,0.905463881934,0.45,0.75,1.25,1.2252252252299998,0.0,1.0,2.0,0.6936936936939999,0.0,1.0,1.0,3.45045045045,1.0,2.0,4.5,30.6306306306,8.0,16.0,40.0,1.82882882883,0.0,1.0,2.0,0.261261261261,0.0,0.0,0.0,6.630630630630001,2.0,4.0,9.0,0.333333333333,0.0,0.0,0.0,5.52252252252,2.0,3.0,7.0,16.6576576577,3.0,9.0,21.5,4.84684684685,0.0,1.0,6.0,0,Audio,non-agent,git-hub
573,1.2,1.0,1.0,1.0,3.02859171255,1.0,1.69540229885,3.375,18.642349963,1.0,14.166666666700001,23.0857142857,1.2807851496,0.525,1.0,1.84926470588,2.0,0.0,0.5,3.0,0.06666666666669999,0.0,0.0,0.0,5.86666666667,2.25,3.0,4.0,52.6,1.0,36.0,71.5,6.5,0.25,2.0,6.0,0.0,0.0,0.0,0.0,9.56666666667,4.0,5.0,14.0,4.13333333333,0.0,1.0,3.0,9.33333333333,4.0,5.0,14.0,38.3333333333,6.5,14.5,36.75,9.1,0.0,0.5,8.0,0,Audio,non-agent,git-hub
